event,column,row,timebin,adc,tdc,hit
0,3,4,4,160,0,0
0,3,4,5,159,0,0
0,3,4,6,159,0,0
0,3,4,7,160,0,0
0,3,5,0,171,0,0
0,3,5,1,173,0,0
0,3,5,2,174,0,0
0,3,5,3,173,0,0
0,3,5,4,174,0,0
0,3,5,5,174,0,0
0,3,5,6,174,0,0
0,3,5,7,174,0,0
0,3,6,0,160,0,0
0,3,6,1,161,0,0
0,3,6,2,161,0,0
0,3,6,3,160,0,0
0,3,6,4,161,0,0
0,3,6,5,161,0,0
0,3,6,6,161,0,0
0,3,6,7,161,0,0
0,3,7,0,159,0,0
0,3,7,1,160,0,0
0,3,7,2,160,0,0
0,3,7,3,162,0,0
0,3,7,4,162,0,0
0,3,7,5,161,0,0
0,3,7,6,161,0,0
0,3,7,7,161,0,0
0,3,8,0,165,0,0
0,3,8,1,164,0,0
0,3,8,2,164,0,0
0,3,8,3,165,0,0
0,3,8,4,166,0,0
0,3,8,5,166,0,0
0,3,8,6,166,0,0
0,3,8,7,166,0,0
0,3,9,0,152,0,0
0,3,9,1,153,0,0
0,3,9,2,154,0,0
0,3,9,3,154,0,0
0,3,9,4,154,0,0
0,3,9,5,153,0,0
0,3,9,6,153,0,0
0,3,9,7,153,0,0
0,3,10,0,155,0,0
0,3,10,1,155,0,0
0,3,10,2,156,0,0
0,3,10,3,156,0,0
0,3,10,4,156,0,0
0,3,10,5,157,0,0
0,3,10,6,157,0,0
0,3,10,7,157,0,0
0,3,11,0,152,0,0
0,3,11,1,152,0,0
0,3,11,2,153,0,0
0,3,11,3,154,0,0
0,3,11,4,154,0,0
0,3,11,5,153,0,0
0,3,11,6,152,0,0
0,3,11,7,153,0,0
0,3,12,0,148,0,0
0,3,12,1,149,0,0
0,3,12,2,150,0,0
0,3,12,3,150,0,0
0,3,12,4,149,0,0
0,3,12,5,149,0,0
0,3,12,6,150,0,0
0,3,12,7,151,0,0
0,3,13,0,150,0,0
0,3,13,1,151,0,0
0,3,13,2,151,0,0
0,3,13,3,152,0,0
0,3,13,4,152,0,0
0,3,13,5,152,0,0
0,3,13,6,152,0,0
0,3,13,7,151,0,0
0,3,14,0,165,0,0
0,3,14,1,166,0,0
0,3,14,2,166,0,0
0,3,14,3,166,0,0
0,3,14,4,167,0,0
0,3,14,5,166,0,0
0,3,14,6,165,0,0
0,3,14,7,165,0,0
0,3,15,0,150,0,0
0,3,15,1,150,0,0
0,3,15,2,151,0,0
0,3,15,3,151,0,0
0,3,15,4,150,0,0
0,3,15,5,151,0,0
0,3,15,6,151,0,0
0,3,15,7,151,0,0
0,3,16,0,159,0,0
0,3,16,1,159,0,0
0,3,16,2,159,0,0
0,3,16,3,159,0,0
0,3,16,4,159,0,0
0,3,16,5,159,0,0
0,3,16,6,159,0,0
0,3,16,7,158,0,0
0,3,17,0,156,0,0
0,3,17,1,156,0,0
0,3,17,2,157,0,0
0,3,17,3,157,0,0
0,3,17,4,157,0,0
0,3,17,5,156,0,0
0,3,17,6,157,0,0
0,3,17,7,157,0,0
0,3,18,0,153,0,0
0,3,18,1,153,0,0
0,3,18,2,153,0,0
0,3,18,3,153,0,0
0,3,18,4,154,0,0
0,3,18,5,154,0,0
0,3,18,6,154,0,0
0,3,18,7,153,0,0
0,3,19,0,161,0,0
0,3,19,1,161,0,0
0,3,19,2,161,0,0
0,3,19,3,161,0,0
0,3,19,4,162,0,0
0,3,19,5,162,0,0
0,3,19,6,162,0,0
0,3,19,7,162,0,0
0,3,20,0,171,0,0
0,3,20,1,171,0,0
0,3,20,2,171,0,0
0,3,20,3,171,0,0
0,3,20,4,171,0,0
0,3,20,5,171,0,0
0,3,20,6,171,0,0
0,3,20,7,171,0,0
0,3,21,0,165,0,0
0,3,21,1,166,0,0
0,3,21,2,167,0,0
0,3,21,3,167,0,0
0,3,21,4,167,0,0
0,3,21,5,166,0,0
0,3,21,6,166,0,0
0,3,21,7,165,0,0
0,3,22,0,162,0,0
0,3,22,1,162,0,0
0,3,22,2,163,0,0
0,3,22,3,164,0,0
0,3,22,4,164,0,0
0,3,22,5,164,0,0
0,3,22,6,165,0,0
0,3,22,7,164,0,0
0,3,23,0,171,0,0
0,3,23,1,171,0,0
0,3,23,2,171,0,0
0,3,23,3,171,0,0
0,3,23,4,171,0,0
0,3,23,5,172,0,0
0,3,23,6,172,0,0
0,3,23,7,172,0,0
0,3,24,0,146,0,0
0,3,24,1,146,0,0
0,3,24,2,146,0,0
0,3,24,3,146,0,0
0,3,24,4,146,0,0
0,3,24,5,147,0,0
0,3,24,6,147,0,0
0,3,24,7,147,0,0
0,3,25,0,152,0,0
0,3,25,1,152,0,0
0,3,25,2,153,0,0
0,3,25,3,153,0,0
0,3,25,4,153,0,0
0,3,25,5,153,0,0
0,3,25,6,153,0,0
0,3,25,7,152,0,0
0,3,26,0,163,0,0
0,3,26,1,164,0,0
0,3,26,2,165,0,0
0,3,26,3,164,0,0
0,3,26,4,164,0,0
0,3,26,5,164,0,0
0,3,26,6,165,0,0
0,3,26,7,164,0,0
0,3,27,0,154,0,0
0,3,27,1,154,0,0
0,3,27,2,155,0,0
0,3,27,3,155,0,0
